artists;acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;valence;popularity;key;mode;count;;;;;;;;
8-Bit Arcade;0.0289;0.673;133454;0.95;0.63;0.069;-7.899;0.292;192.816;0.997;0;5;1;2;;;;;;;;
808 State;0.00857;0.5535;285153.5;0.8715;0.5855;0.1215;-8.0475;0.05975;128.4775;0.5025;46.5;8;1;4;;;;;;;;
88-Keys;0.24;0.525;202391;0.774;1.07E-06;0.495;-4.532;0.241;154.192;0.526;64;9;1;1;;;;;;;;
88GLAM;0.0166;0.764;180813;0.672;1.06E-06;0.103;-4.274;0.0655;150.021;0.594;66;6;0;2;;;;;;;;
88rising;0.486;0.4815;244075;0.6335;0.00013088;0.1326;-7.947;0.1594;82.475;0.291;68;3;1;2;;;;;;;;
8Ball;0.073435;0.811375;277431.75;0.63475;0.000975244;0.27595;-7.188875;0.2180125;114.02475;0.535875;39.625;1;1;8;;;;;;;;
8Ball & MJG;0.032660444;0.801296296;312607.8889;0.616592593;0.00220821;0.185155556;-9.343037037;0.253237037;127.0332963;0.608;35.85185185;11;1;27;;;;;;;;
8BitAllstars;0.009337667;0.245333333;94000;0.669666667;0.893333333;0.348666667;-7.027;0.024833333;68.58266667;0.461666667;0.666666667;6;0;6;;;;;;;;
8kHz Mono;0.000398;0.248333333;308240;0.911333333;0.762666667;0.348;-8.523333333;0.055566667;134.4853333;0.476666667;2.333333333;7;1;6;;;;;;;;
90sFlav;0.952;0.748;126250;0.265;0.917;0.0866;-12.074;0.229;77.009;0.14;69;8;0;2;;;;;;;;
94 East;0.179;0.744;340440;0.797;0.0103;0.139;-8.867;0.0377;94.801;0.954;29;11;0;1;;;;;;;;
98;0.558;0.668;219407.8;0.3922;1.77E-06;0.17332;-10.86;0.15864;129.9942;0.3263;0;9;0;5;;;;;;;;
98º;0.384454545;0.617954545;257654.5455;0.548272727;2.00E-06;0.117413636;-8.651318182;0.037995455;99.63854545;0.419318182;46.22727273;10;1;22;;;;;;;;
99 Souls;0.003613333;0.679;214551;0.937666667;0.0938;0.034766667;-4.298666667;0.038033333;119;0.735666667;24.33333333;1;0;6;;;;;;;;
999;0.030186667;0.596;217075.3333;0.631;0.282667583;0.1723;-9.655333333;0.0489;132.0906667;0.514666667;32.66666667;2;1;6;;;;;;;;
9K Breaks;0.00226;0.687;235972;0.987;0.963;0.323;-6.237;0.109;115.005;0.251;10;1;1;2;;;;;;;;
9lokknine;0.0388;0.932;176640;0.547;0;0.0924;-7.787;0.333;94.998;0.695;70.5;0;0;4;;;;;;;;
9th Street Trio;0.515;0.45;229540;0.601;0;0.0917;-10.007;0.0387;124.875;0.511;0;10;1;2;;;;;;;;
9th Wonder;0.128;0.819;307440;0.428;0.00151;0.211;-9.883;0.317;87.9;0.454;56;5;0;2;;;;;;;;
? & The Mysterians;0.151567143;0.605142857;150807.7143;0.672714286;0.224415499;0.156428571;-8.004285714;0.0348;125.8005714;0.818142857;28;7;1;14;;;;;;;;
?uestlove;0.198;0.885;307120;0.598;0;0.384;-6.663;0.372;95.402;0.779;39;6;1;2;;;;;;;;
A & Z;0.0031345;0.4065;70398.5;0.9905;0.48034;0.5865;-6.084;0.0994;135.967;0.30045;2;11;0;2;;;;;;;;
A Boogie Wit da Hoodie;0.253063478;0.737956522;205763;0.620913043;2.60E-06;0.151297826;-6.973891304;0.230684783;120.459413;0.538717391;68.7173913;5;0;46;;;;;;;;
A Boy Called Joni;9.22E-05;0.537;57750;0.962;0.959;0.0687;-10.223;0.0521;133.005;0.895;8;0;1;2;;;;;;;;
A Camp;0.0658;0.518;218867;0.551;7.30E-05;0.152;-6.943;0.0268;113.739;0.391;6;3;1;2;;;;;;;;
A Cautionary Tale;0.988;0.548;38293;0.265;0.937;0.0712;-20.106;0.0393;107.007;0.292;0;0;1;2;;;;;;;;
A Certain Ratio;0.132125;0.695;344633;0.933;0.4573;0.07475;-7.848;0.0631;125.9155;0.582;27;2;1;4;;;;;;;;
A Day To Remember;0.035292941;0.405206897;216021.7931;0.905827586;0.000127603;0.284831034;-4.73062069;0.112541379;147.9013793;0.429896552;56.13793103;0;1;58;;;;;;;;
A Few Good Men;0.008;0.5495;333987;0.703;0;0.32;-8.7875;0.033;115.951;0.487;32.5;2;1;4;;;;;;;;
A Fine Frenzy;0.947;0.549;268800;0.24;0;0.106;-7.778;0.0338;119.58;0.167;53;0;1;2;;;;;;;;
A Flock Of Seagulls;0.024342853;0.518894737;243360.5789;0.720210526;0.437505789;0.218094737;-9.794473684;0.038163158;147.4317368;0.704052632;35.52631579;2;1;38;;;;;;;;
A Foot In Coldwater;0.0126;0.444;311867;0.592;0.00269;0.108;-7.775;0.039;100.811;0.253;31;2;1;2;;;;;;;;
A Force;6.30E-05;0.41;152445;0.925;0.731;0.404;-13.36;0.0397;138.528;0.485;8;5;0;2;;;;;;;;
A Great Big World;0.2978;0.608333333;229346.6667;0.657666667;9.63E-07;0.141766667;-6.372666667;0.0617;119.1106667;0.3715;64;7;1;3;;;;;;;;
A Guy Called Gerald;0.03;0.683;267107;0.789;0.0105;0.0724;-9.034;0.0602;119.504;0.657;48;2;1;2;;;;;;;;
A Jam Session At Victor;0.955;0.717;178907;0.178;0.519;0.0663;-15.267;0.0607;84.079;0.479;2;3;1;2;;;;;;;;
A Perfect Circle;0.05009029;0.52035;256041.95;0.6994;0.3047115;0.131995;-7.95745;0.0611;122.99535;0.272145;52.2;6;1;40;;;;;;;;
A R I Z O N A;0.1363;0.676;182859.6667;0.612666667;0.116733333;0.1313;-8.663333333;0.060333333;101.286;0.228;65;2;1;6;;;;;;;;
A River of Trees;0.513669685;0.486076923;167451.0769;0.485884615;0.841769231;0.189769231;-11.98284615;0.052269231;122.2974615;0.492692308;1;9;1;26;;;;;;;;
A Rocket In Dub;0.0121;0.807;456293;0.543;0.899;0.0733;-14.504;0.052;120.024;0.326;0;7;1;2;;;;;;;;
A Rocket To The Moon;0.216;0.363;203733;0.71;0;0.121;-3.08;0.0308;170.113;0.383;59;2;1;2;;;;;;;;
A Skylit Drive;0.000281;0.212;297240;0.985;3.34E-06;0.0866;-2.856;0.106;156.389;0.237;52;7;1;2;;;;;;;;
A Taste Of Honey;0.28302;0.7626;289517.4;0.532;0.00161198;0.1303;-9.5414;0.05272;126.6208;0.778;36.6;2;0;10;;;;;;;;
A Touch Of Class;0.370333333;0.694333333;170071;0.898333333;0.043533333;0.114333333;-5.696;0.0312;127.287;0.573;64.33333333;9;0;3;;;;;;;;
A Tree Grows in Brooklyn Ensemble;0.940285714;0.436142857;183657.1429;0.262714286;0.015570343;0.283271429;-14.22657143;0.047628571;95.98714286;0.554285714;10;7;1;7;;;;;;;;
A Tree Grows in Brooklyn Orchestra;0.907;0.222;332233;0.3815;0.8715;0.1385;-11.5945;0.0386;95.096;0.1634;10;3;1;2;;;;;;;;
A Tribe Called Quest;0.176062923;0.826438462;229795.1692;0.564092308;0.049904915;0.207792308;-9.850438462;0.273281538;98.03071538;0.688592308;45.65384615;11;1;130;;;;;;;;
A$AP Ferg;0.124066667;0.71475;233240.6667;0.77975;5.37E-06;0.278883333;-5.1425;0.26275;132.78575;0.442083333;64.75;11;1;12;;;;;;;;
A$AP Mob;0.2441;0.773666667;258788;0.735;5.00E-06;0.180966667;-5.974333333;0.252;133.2833333;0.381666667;63.66666667;7;1;3;;;;;;;;
A$AP Rocky;0.199293157;0.691728571;212142.2;0.666814286;0.005455453;0.208101429;-6.733157143;0.186614286;123.0263;0.4185;65.27142857;1;0;70;;;;;;;;
A*Teens;0.04309;0.717;202773.6667;0.879;0.009303333;0.257433333;-5.705666667;0.036566667;124.9966667;0.789;44.66666667;4;1;6;;;;;;;;
A-Mei Chang;0.29;0.542;318333;0.38;0;0.409;-11.702;0.0366;123.971;0.138;52;10;1;2;;;;;;;;
A-Trak;0.010125;0.7075;293733.5;0.7095;0.19435;0.1539;-3.57;0.0824;132.0225;0.82;57;1;0;4;;;;;;;;
A-mase;0.00240035;0.58;439091;0.942;0.6345;0.23605;-5.4165;0.04625;130.0055;0.4845;12;6;0;8;;;;;;;;
A. Caminha;0.426;0.589;277307;0.421;0.497;0.193;-13.483;0.0604;130.272;0.705;23;0;1;1;;;;;;;;
A. Jaziukevičius;0.973;0.339;193773;0.121;0;0.63;-15.457;0.0311;105.446;0.164;0;9;1;2;;;;;;;;
A. L. Lloyd;0.9738;0.6488;162829.3;0.22556;3.22E-05;0.15738;-11.0216;0.11912;115.0313;0.6525;13.6;10;1;10;;;;;;;;
A. Likiardopoulou;0.995;0.357;192707;0.306;0.069;0.121;-14.339;0.0393;111.982;0.462;0;7;1;1;;;;;;;;
A. M. Rajah;0.909269231;0.508153846;196964.0769;0.466653846;0.330516633;0.249803846;-9.478692308;0.102092308;123.7324615;0.828;5.384615385;6;1;26;;;;;;;;
A. Merangulian;0.962;0.366;189280;0.253;0.561;0.0992;-14.905;0.0434;145.377;0.51;0;0;1;1;;;;;;;;
A. Merangulian with folk instrumental ensemble;0.924;0.508;175640;0.441;0.952;0.314;-14.508;0.0449;111.486;0.826;0;4;0;2;;;;;;;;
A. P. Komala;0.881;0.5442;167498.6;0.4898;0.04068576;0.2818;-7.3552;0.05156;107.5496;0.7016;0;2;1;5;;;;;;;;
A. R. Ojha;0.975833333;0.619666667;186113.25;0.211416667;0.151866459;0.1845;-10.13125;0.209516667;115.7141667;0.743666667;0;2;0;24;;;;;;;;
A. R. Oza;0.957952381;0.68547619;184620.0952;0.221047619;0.126590162;0.217809524;-9.76452381;0.298171429;114.622619;0.726238095;0;7;1;21;;;;;;;;
A. R. Qureshi;0.992;0.63325;174145.125;0.3165;0.5655;0.36325;-11.05325;0.180775;140.767125;0.782625;0;8;1;16;;;;;;;;
A. Xatzixristos;0.993;0.564;187787;0.39;0.883;0.114;-13.142;0.0349;105.9;0.87;0;11;0;2;;;;;;;;
A.B. Quintanilla III;0.079525;0.75475;226476.5;0.82425;0.000222783;0.204;-4.8065;0.067525;123.45575;0.784;51.5;7;1;4;;;;;;;;
A.B. Quintanilla III Y Los Kumbia Kings;0.37546875;0.7373125;202898.375;0.6891875;3.36E-06;0.1890875;-6.2618125;0.045725;139.639625;0.8969375;48.8125;11;1;16;;;;;;;;
A.C. Chill;0.303;0.52;257773;0.712;0;0.335;-7.246;0.355;149.486;0.557;0;2;1;1;;;;;;;;
A.D.N.;0.00144;0.373;292916;0.964;0.788;0.0575;-5.97;0.182;134.963;0.0749;8;11;1;2;;;;;;;;
A.G.;0.069;0.756;222440;0.854;0;0.0832;-4.918;0.309;92.866;0.92;45;9;1;1;;;;;;;;
A.J. Croce;0.0609;0.411;211653;0.68;1.12E-06;0.353;-4.625;0.0276;110.205;0.339;15;0;1;2;;;;;;;;
A.Loraarrero;0.914;0.622;161706.6667;0.344;0.073333333;0.323333333;-11.48866667;0.137;111.8956667;0.662;2;3;0;3;;;;;;;;
A.R. Kane;0.119;0.581;308227;0.831;0.00196;0.0497;-10.862;0.0357;117.035;0.857;28;9;0;2;;;;;;;;
A.R. Rahman;0.147704;0.6914;327192;0.595;0.00010107;0.08172;-11.4092;0.05836;117.6618;0.567;52.4;8;1;5;;;;;;;;
A.S.N.;0.0886;0.597;219376;0.998;1.13E-06;0.331;-3.603;0.239;150.913;0.348;0;9;1;2;;;;;;;;
A.l.t.;0.412;0.798;273400;0.561;0;0.0446;-8.625;0.147;83.971;0.785;32;4;0;1;;;;;;;;
A.r.d.i.;0.000116285;0.415230769;88775.61538;0.980461538;0.632390769;0.421076923;-6.479846154;0.128553846;136.1699231;0.470307692;6.538461538;6;1;13;;;;;;;;
A19;0.00553;0.76;400549;0.663;0.849;0.117;-12.883;0.0337;122.98;0.467;0;5;0;2;;;;;;;;
A2M;0.464;0.968;220030;0.785;4.70E-06;0.272;-8.084;0.32;119.953;0.803;70;7;0;2;;;;;;;;
A7S;0.223;0.789;166794;0.72;0;0.129;-5.652;0.217333333;122.031;0.664;42.33333333;8;0;6;;;;;;;;
AAA;0.024215;0.628;269366.5;0.855;0;0.3605;-5.2235;0.08005;135.9975;0.77;30.5;7;1;4;;;;;;;;
AB6IX;0.10695;0.741;194201.5;0.915;0;0.295;-3.752;0.09795;122.4745;0.7255;32.5;11;1;2;;;;;;;;
ABBA;0.369384965;0.573453901;236005.5816;0.648502128;0.025701058;0.209453901;-8.410716312;0.036807801;122.7920071;0.655886525;45.73758865;9;1;282;;;;;;;;
ABC;0.21032;0.6856;228853.1;0.7638;0.0198677;0.15236;-7.9599;0.0583;123.0185;0.77;34.4;11;1;20;;;;;;;;
ABG-Swing;0.00117;0.768;216747;0.893;0.897;0.0718;-10.089;0.0592;97.998;0.433;0;4;1;2;;;;;;;;
ABHISHEK Y2V;3.93E-05;0.454;58000;0.881;2.63E-06;0.901;-5.39;0.0694;132.017;0.0478;0;7;0;2;;;;;;;;
ABRA;0.0601;0.612;163053;0.561;0;0.145;-6.054;0.0851;191.911;0.393;80;1;1;2;;;;;;;;
ABSRDST;0.084453;0.5291;176052.1;0.6634;0.12645474;0.2871;-7.9434;0.08387;120.0979;0.35942;9.4;11;1;20;;;;;;;;
ABYUKI;0.013;0.93;267125;0.548;0.699;0.673;-8.881;0.113;125.994;0.139;0;11;0;2;;;;;;;;
AC/DC;0.031215368;0.468503448;265618.4069;0.848489655;0.234605111;0.283317931;-4.830275862;0.07235931;129.4824483;0.494143448;48.4137931;9;1;290;;;;;;;;
ACOT;0.000319;0.73;169912;0.567;8.54E-06;0.105;-8.085;0.0587;119.997;0.171;61;1;0;2;;;;;;;;
ADIN;0.496;0.712;230348;0.402;2.41E-06;0.0796;-9.326;0.161;142.003;0.438;0;0;0;2;;;;;;;;
AFFly;0.133;0.653;308000;0.296;0.342;0.682;-18.298;0.0397;119.988;0.176;0;1;0;4;;;;;;;;
AFI;0.010583294;0.409058824;173896.4706;0.927294118;0.053491765;0.224070588;-5.260647059;0.094435294;126.9270588;0.514247059;45.05882353;4;0;34;;;;;;;;
AGM;0.0122;0.823;241934;0.962;0.867;0.402;-3.737;0.0677;125.001;0.851;0;0;1;1;;;;;;;;
AH Mann;0.978;0.0744;263253;0.188;0.766;0.128;-22.032;0.0412;66.243;0.104;18;7;1;1;;;;;;;;
AIIID;0.583;0.631;219493;0.819;0.92;0.147;-8.368;0.0739;160.007;0.191;1;7;0;1;;;;;;;;
AJ Michalka;0.431;0.75;202340;0.513;0;0.0755;-9.576;0.0911;90.998;0.466;61;0;1;1;;;;;;;;
AJ Mitchell;0.35152;0.5748;174792;0.5342;0;0.07644;-5.7902;0.03636;109.855;0.3554;70.8;5;1;5;;;;;;;;
AJ Rafael;0.707;0.746;216889;0.341;0;0.0864;-6.356;0.0397;81.963;0.861;60;7;1;2;;;;;;;;
AJJ;0.197;0.54725;159800;0.5905;0;0.342275;-7.00575;0.07155;112.95875;0.7405;53.5;0;1;8;;;;;;;;
AJR;0.080422759;0.607172414;216316.8621;0.717655172;2.52E-07;0.186327586;-4.890758621;0.077924138;113.0142414;0.543172414;63.17241379;7;1;29;;;;;;;;
AJZ;0.00458;0.732;235000;0.569;6.66E-06;0.199;-14.185;0.31;96.938;0.721;0;6;0;2;;;;;;;;
AK97;0.0744;0.732;210280;0.834;0;0.562;-6.079;0.375;120.163;0.538;15;6;1;1;;;;;;;;
AKA ChaP in 00'S;0.122;0.751;305394;0.464;0.848;0.265;-10.527;0.142;100.003;0.368;0;7;1;4;;;;;;;;
AKLO;0.0961;0.648;327967;0.904;2.07E-06;0.0629;-4.565;0.0786;121.994;0.728;75;6;0;2;;;;;;;;
AKP Machhi;0.0112;0.762;179696;0.972;0;0.881;-5.292;0.116;119.972;0.59;0;6;1;2;;;;;;;;
AKR-FITW;0.255;0.6;225000;0.876;0.903;0.185;-11.791;0.0823;176;0.51;0;0;0;2;;;;;;;;
AL!AS;0.0141;0.8205;149770;0.421;0.823;0.103;-11.038;0.0535;127.9865;0.1955;0;6;0;4;;;;;;;;
ALI;0.0961;0.648;327967;0.904;2.07E-06;0.0629;-4.565;0.0786;121.994;0.728;75;6;0;1;;;;;;;;
ALLBLACK;0.00432;0.7;277133;0.491;0;0.0916;-8.33;0.403;178.135;0.225;9;1;1;2;;;;;;;;
ALO;0.362;0.815;218973;0.412;0.00048;0.129;-9.28;0.0438;87.983;0.669;57;0;1;1;;;;;;;;
ALPHA 9;0.016821824;0.509375;143971.4583;0.899291667;0.443029817;0.377916667;-6.583958333;0.07125;128.4798333;0.301741667;19.75;9;1;24;;;;;;;;
AMG;0.011183333;0.829666667;209840;0.493666667;0.000266667;0.1394;-11.56433333;0.234666667;101.9806667;0.650666667;35.33333333;7;1;6;;;;;;;;
AMX;0.0202;0.648;212558;0.968;0.0509;0.068;-5.049;0.122;150.008;0.762;1;11;0;2;;;;;;;;
ANTIMANUAL;0.0726;0.635;318747;0.784;3.61E-06;0.0694;-8.699;0.0369;115.052;0.433;0;0;1;2;;;;;;;;
ANTON%F;0.111703636;0.738272727;419474.4545;0.783363636;0.877545455;0.091754545;-7.956363636;0.052627273;116.908;0.441381818;0;10;0;11;;;;;;;;
ANTONIS NTALGKAS;0.973322581;0.486182796;188823.0215;0.403365591;0.542722024;0.179776344;-10.96304301;0.060227957;113.6244731;0.696387097;0.021505376;1;1;93;;;;;;;;
APB;0.0578;0.601;223080;0.677;0.00478;0.0721;-8.006;0.129;136.421;0.79;32;10;0;2;;;;;;;;
APEK;0.16515;0.4875;240689.5;0.795;0.0004915;0.209;-4.881;0.05295;120.498;0.381;0;10;1;2;;;;;;;;
APO Hiking Society;0.485;0.513178571;222377.6071;0.466428571;0.005042021;0.196635714;-12.18564286;0.050860714;118.8044643;0.550964286;40.75;5;1;28;;;;;;;;
APRE;0.196;0.651;237778;0.89;7.22E-05;0.301;-4.745;0.0563;149.979;0.866;28;0;0;12;;;;;;;;
ART DLR;0.512;0.744;61070;0.0281;0.000254;0.102;-12.893;0.072;75.983;0.178;0;0;1;2;;;;;;;;
ARTY;0.007691396;0.591833333;253091.8889;0.837444444;0.550697903;0.366569444;-6.413305556;0.082127778;130.0003611;0.306966667;6.333333333;4;1;36;;;;;;;;
ARV!DO;0.707;0.82;81894;0.644;0.254;0.0836;-11.812;0.0633;106.717;0.112;0;8;1;2;;;;;;;;
ASIAN KUNG-FU GENERATION;0.000531483;0.429166667;226842.3333;0.917666667;0.112866667;0.112666667;-4.071333333;0.063433333;156.0245;0.526;54.33333333;4;1;12;;;;;;;;
ASP;0.0745;0.56;274667;0.921;0.00513;0.96;-4.529;0.0506;138.052;0.533;1;3;0;2;;;;;;;;
ATB;0.1033125;0.67125;203576;0.872125;0.6843125;0.18965;-6.135;0.038725;130.522125;0.709125;46.5;10;0;8;;;;;;;;
ATR Son Son;0.294;0.904;167184;0.252;0;0.104;-17.54;0.11;117.994;0.227;75;5;0;2;;;;;;;;
ATaste Of Honey;0.0401;0.797;245173;0.548;1.05E-05;0.0994;-9.228;0.0492;123.686;0.868;37;2;0;2;;;;;;;;
AUGUST 08;0.359;0.409;280842;0.678;4.76E-06;0.167;-7.731;0.0878;89.968;0.168;71;9;1;2;;;;;;;;
AURORA;0.577;0.365666667;212811.6667;0.403666667;0.0002329;0.154;-8.529333333;0.0557;141.45;0.275666667;68.33333333;5;1;6;;;;;;;;
AVCI;0.000746;0.566;177225;0.937;0.894;0.212;-10.001;0.0408;130.017;0.0367;0;7;1;2;;;;;;;;
AVIAN GRAYS;0.0008465;0.418;66900.5;0.812;0.00084;0.315;-7.261;0.0732;128.0485;0.514;22.5;6;1;2;;;;;;;;
AVIRA;0.012663643;0.624928571;160595.5;0.696785714;0.760928571;0.157342857;-9.637357143;0.049464286;125.6440714;0.233314286;30.92857143;0;0;14;;;;;;;;
AWOL One;0.239533333;0.706666667;206626.3333;0.879333333;0.000169867;0.486666667;-6.863;0.124533333;106.7263333;0.752333333;3.666666667;8;0;3;;;;;;;;
AWOLNATION;0.153731667;0.665666667;226805;0.706;0.203031567;0.307166667;-7.043;0.052166667;119.704;0.399;61.33333333;5;1;6;;;;;;;;
AZ;0.200327875;0.731125;255168.375;0.637875;5.95E-05;0.26560625;-8.2058125;0.2926875;99.189625;0.6023125;44.6875;9;1;16;;;;;;;;
Aadesh Shrivastava;0.0503;0.665;408920;0.908;0;0.0798;-4.804;0.188;98.811;0.694;51;2;1;1;;;;;;;;
Aage Braarud;0.935;0.43;154825;0.271;0.008;0.139;-11.102;0.0315;135.713;0.51;0;6;1;2;;;;;;;;
Aaliyah;0.209697436;0.682692308;249890.0769;0.593820513;0.009465597;0.219835897;-8.204435897;0.107102564;128.375;0.634333333;42.23076923;9;0;39;;;;;;;;
Aalon;0.375;0.558;325200;0.452;1.02E-05;0.0632;-10.637;0.0374;134.339;0.952;39;4;1;2;;;;;;;;
Aarigod;0.551;0.649;168741;0.536;0.889;0.117;-12.98;0.0369;156.072;0.187;15;10;1;2;;;;;;;;
Aaron Beta;0.182593333;0.646666667;327985;0.632666667;0.910666667;0.2338;-10.46066667;0.124933333;128.0343333;0.2689;0;1;1;6;;;;;;;;
Aaron Carter;0.02728;0.8655;198966.5;0.895;0.00052;0.0616;-4.302;0.1012;113.5295;0.933;45;1;1;4;;;;;;;;
Aaron Copland;0.954341085;0.34862093;253276.845;0.158770388;0.452408308;0.155045736;-19.1855814;0.063863566;107.3391705;0.221378295;7.775193798;7;1;129;;;;;;;;
Aaron Hall;0.0393825;0.7086875;315113.25;0.6419375;4.88E-05;0.2420125;-7.8096875;0.051775;126.084125;0.4845625;38.75;11;0;16;;;;;;;;
Aaron Krause;0.758;0.325;223893;0.201;0;0.0977;-11.595;0.0282;81.869;0.172;66;6;0;1;;;;;;;;
Aaron Kwok;0.36384;0.6478;256189;0.577;0.00034;0.1802;-11.377;0.03828;103.2964;0.487;39.8;7;1;5;;;;;;;;
Aaron Lewis;0.294906667;0.550333333;268627.6667;0.610866667;0.000886867;0.222893333;-6.0224;0.030786667;124.9751333;0.26004;53.6;6;1;15;;;;;;;;
Aaron Lohr;0.717;0.63275;157783.5;0.399;0;0.1605;-11.07825;0.087325;112.494;0.45725;43.75;7;1;4;;;;;;;;
Aaron May;0.046;0.87;176532;0.498;0;0.146;-8.339;0.0623;110.019;0.692;70;9;0;2;;;;;;;;
Aaron Neville;0.5909;0.48952381;223718.7619;0.345961905;0.004493033;0.113319048;-13.53414286;0.055352381;112.9401905;0.3867;38.85714286;0;1;42;;;;;;;;
Aaron Shaw;0.334;0.352;409779;0.693;6.21E-05;0.611;-7.412;0.361;88.855;0.348;60;10;0;1;;;;;;;;
Aaron Shust;0.0229;0.563;291987;0.467;0;0.0945;-6.087;0.0241;77.982;0.241;53;2;1;2;;;;;;;;
Aaron Smith;0.0726;0.7355;227026.5;0.734;0.01665705;0.1945;-8.159;0.02955;119.9395;0.3185;76.5;10;0;2;;;;;;;;
Aaron Tippin;0.18173;0.6617;196889.4;0.6789;5.83E-05;0.16147;-8.5746;0.03026;116.778;0.6286;42.3;4;1;20;;;;;;;;
Aaron Tveit;0.886;0.328;123160;0.384;0;0.143;-10.323;0.0379;76.744;0.504;50;0;1;1;;;;;;;;
Aaron Watson;0.04275;0.6285;218853.5;0.6575;9.20E-06;0.1571;-6.5755;0.0316;143.401;0.5745;54.5;4;1;4;;;;;;;;
Aaron Y Su Grupo Ilusion;0.158;0.661;241010;0.62425;9.25E-06;0.0833;-5.691;0.041725;130.39625;0.71475;56;7;1;8;;;;;;;;
Aarti Mukherji;0.891777778;0.368888889;260413.2222;0.325888889;0.123176624;0.196866667;-13.84455556;0.040566667;131.6088889;0.460555556;6.222222222;9;1;9;;;;;;;;
Aase Ziegler;0.974;0.357;193000;0.246;0.4475;0.3195;-12.6985;0.04005;97.7235;0.392;0;3;1;4;;;;;;;;
Aavepyora;0.0367;0.569;453103;0.99;0.706;0.0899;-11.705;0.064;145.012;0.581;0;6;1;2;;;;;;;;
Ab-Soul;0.1494;0.728666667;291444;0.532333333;0;0.292166667;-8.620333333;0.246333333;126.726;0.571;56.33333333;9;0;3;;;;;;;;
Abandon Kansas;0.266516667;0.477933333;236446.2;0.5992;0.050110592;0.164866667;-9.9126;0.04192;115.0182;0.374806667;0.066666667;9;1;30;;;;;;;;
Abbasuddin Ahmed;0.987897436;0.542820513;187153.8718;0.217851282;0.544592149;0.186128205;-15.35338462;0.094346154;115.8226667;0.611153846;0;2;1;39;;;;;;;;
Abbey Lincoln;0.4995;0.4895;334503.25;0.3855;0.167425;0.24125;-11.2555;0.07075;97.72775;0.48275;25;0;1;8;;;;;;;;
Abby;0.0217;0.807;204387;0.757;6.26E-05;0.351;-6.25;0.0298;125.004;0.801;0;8;0;4;;;;;;;;
Abby Anderson;0.172;0.62;163960;0.817;0;0.144;-5.317;0.0254;99.963;0.614;70;11;1;2;;;;;;;;
Abdel Aziz Mahmoud;0.9456;0.4162;591930.8;0.4498;0.5556;0.5538;-9.8984;0.04246;106.046;0.5318;0;0;1;10;;;;;;;;
Abdel Ghany El Sayed;0.799;0.375;506923;0.255;0.000128;0.0883;-15.139;0.048;100.048;0.579;0;8;1;2;;;;;;;;
Abdel Halim Hafez;0.871538462;0.380730769;635444.0385;0.302038462;0.084487464;0.336230769;-10.84880769;0.043953846;116.7665385;0.429192308;20.65384615;5;1;52;;;;;;;;
Abdul;0.994;0.599;153228;0.104;0.00946;0.108;-10.296;0.1;131.624;0.607;0;11;1;2;;;;;;;;
Abdul Bayyari;0.000248;0.638;536364;0.56;0.745;0.0971;-14.549;0.0371;131.985;0.186;0;9;0;1;;;;;;;;
Abdul Halim Chowdhry;0.721;0.425;204853;0.167;0;0.148;-23.055;0.0373;95.668;0.616;0;11;0;2;;;;;;;;
Abdul Khader;0.985;0.475;154480;0.745;0.815;0.253;-5.571;0.0567;135.044;0.873;0;8;0;2;;;;;;;;
Abdulial Mahi;0.949;0.464;188640;0.258;0;0.53;-15.847;0.094;161.644;0.841;0;4;1;2;;;;;;;;
Abdülkerim;0.984;0.439;182811;0.243;0.00216;0.274;-8.124;0.0304;106.6;0.626;0;4;0;2;;;;;;;;
Abel Ramos;0.000134;0.79;360945;0.84;0.867;0.0913;-7.547;0.0603;127.006;0.0873;2;5;0;2;;;;;;;;
Abel Riballo;0.000866;0.777;374573;0.623;0.853;0.396;-10.035;0.113;126.004;0.35;0;7;1;2;;;;;;;;
Abel Zavala;0.6954;0.4908;290328;0.4634;0;0.47828;-8.063;0.0304;125.4976;0.3774;56.8;3;1;5;;;;;;;;
Abha Sarkar;0.995;0.518;187800;0.236;0.321;0.113;-9.486;0.0303;109.832;0.476;0;6;1;2;;;;;;;;
Abhayapada Chatterjee;0.996;0.48825;184040;0.06465;0.526;0.245;-23.91375;0.169325;120.875;0.64425;0;5;1;8;;;;;;;;
Abhi The Nomad;0.406;0.722;214059.5;0.5885;0.000525;0.17185;-7.4595;0.0953;106.4485;0.3195;60;7;1;2;;;;;;;;
Abhishek Bachchan;0.0778;0.866;203380;0.4925;0.01805;0.08155;-10.482;0.11645;94.013;0.529;30;2;1;2;;;;;;;;
Abhram Bhagat;0.968333333;0.564333333;197816.6667;0.216333333;0.014916067;0.215333333;-9.728;0.128466667;87.27266667;0.641;0;7;1;6;;;;;;;;
Abicahsoul;4.73E-05;0.861;364000;0.832;0.178;0.0753;-10.786;0.134;119.984;0.895;0;11;1;4;;;;;;;;
Abigail Bailey;0.000716;0.772333333;470774.6667;0.606;0.644333333;0.46;-7.57;0.064133333;126.6723333;0.312666667;0;8;1;3;;;;;;;;
Abity;0.0269;0.845;480467;0.656;0.854;0.0953;-9.867;0.0981;127.995;0.277;0;1;1;2;;;;;;;;
Abnormal Boyz;6.95E-05;0.791;372680;0.613;0.902;0.0747;-9.864;0.0785;128.02;0.0994;0;11;0;8;;;;;;;;
